Flight Number,Origin City,Destination City,Departure Date,Arrival Date,Total Duration,Stops,Airline,Airline,Price,Review
FL-649,Guwahati,Kolkata,2024-01-28 00:00,2024-01-28 00:00,5h 19m,0,G8,Go Air,14290,Excellent
FL-650,Guwahati,Delhi,2024-01-28 01:00,2024-01-28 01:00,3h 3m,0,G8,Go Air,10571,Excellent
FL-651,Goa,Bangalore,2024-01-28 02:00,2024-01-28 02:00,4h 17m,0,G8,Go Air,8942,Excellent
FL-652,Goa,Mumbai,2024-01-28 03:00,2024-01-28 03:00,1h 29m,0,G8,Go Air,3561,Excellent
FL-653,Goa,Delhi,2024-01-28 04:00,2024-01-28 04:00,2h 57m,0,G8,Go Air,7086,Excellent
FL-654,Baghdogra,Kolkata,2024-01-28 05:00,2024-01-28 05:00,5h 22m,0,G8,Go Air,5816,Excellent
FL-655,Baghdogra,Delhi,2024-01-28 06:00,2024-01-28 06:00,5h 11m,0,G8,Go Air,5529,Good
FL-656,Chandigarh,Mumbai,2024-01-28 07:00,2024-01-28 07:00,3h 32m,0,G8,Go Air,11808,Good
FL-657,Jammu,Mumbai,2024-01-28 08:00,2024-01-28 08:00,2h 8m,0,G8,Go Air,3974,Excellent
FL-658,Jammu,Delhi,2024-01-28 09:00,2024-01-28 09:00,3h 24m,0,G8,Go Air,7059,Good
FL-659,Jammu,Srinagar,2024-01-28 10:00,2024-01-28 10:00,4h 2m,0,G8,Go Air,5011,Good
FL-660,Leh,Delhi,2024-01-28 11:00,2024-01-28 11:00,5h 21m,0,G8,Go Air,9599,Excellent
FL-661,Ranchi,Mumbai,2024-01-28 12:00,2024-01-28 12:00,3h 21m,0,G8,Go Air,3943,Excellent
FL-662,Ranchi,Delhi,2024-01-28 13:00,2024-01-28 13:00,1h 43m,0,G8,Go Air,4488,Good
FL-663,Port Blair,Kolkata,2024-01-28 14:00,2024-01-28 14:00,4h 43m,0,G8,Go Air,4656,Excellent
FL-664,Port Blair,Madras,2024-01-28 15:00,2024-01-28 15:00,5h 17m,0,G8,Go Air,8200,Good
FL-665,Jaipur,Mumbai,2024-01-28 16:00,2024-01-28 16:00,1h 50m,0,G8,Go Air,4274,Good
FL-666,Lucknow,Mumbai,2024-01-28 17:00,2024-01-28 17:00,2h 38m,0,G8,Go Air,8655,Good
FL-667,Lucknow,Delhi,2024-01-28 18:00,2024-01-28 18:00,1h 21m,0,G8,Go Air,12036,Excellent
FL-668,Madras,Mumbai,2024-01-28 19:00,2024-01-28 19:00,2h 23m,0,G8,Go Air,9636,Good
FL-669,Madras,Port Blair,2024-01-28 20:00,2024-01-28 20:00,5h 32m,0,G8,Go Air,14124,Good
FL-670,Madras,Pune,2024-01-28 21:00,2024-01-28 21:00,3h 46m,0,G8,Go Air,14485,Excellent
FL-671,Nagpur,Mumbai,2024-01-28 22:00,2024-01-28 22:00,5h 7m,0,G8,Go Air,3401,Good
FL-672,Nagpur,Kolkata,2024-01-28 23:00,2024-01-28 23:00,2h 45m,0,G8,Go Air,14452,Excellent
FL-673,Nagpur,Delhi,2024-01-29 00:00,2024-01-29 00:00,1h 24m,0,G8,Go Air,14486,Excellent
FL-674,Nagpur,Pune,2024-01-29 01:00,2024-01-29 01:00,3h 43m,0,G8,Go Air,7394,Excellent
FL-675,Patina,Kolkata,2024-01-29 02:00,2024-01-29 02:00,4h 35m,0,G8,Go Air,11311,Excellent
FL-676,Patina,Delhi,2024-01-29 03:00,2024-01-29 03:00,2h 34m,0,G8,Go Air,12008,Good
FL-677,Patina,Ranchi,2024-01-29 04:00,2024-01-29 04:00,1h 3m,0,G8,Go Air,5168,Excellent
FL-678,Pune,Bangalore,2024-01-29 05:00,2024-01-29 05:00,3h 37m,0,G8,Go Air,7595,Good
FL-679,Pune,Delhi,2024-01-29 06:00,2024-01-29 06:00,2h 58m,0,G8,Go Air,10057,Good
FL-680,Pune,Madras,2024-01-29 07:00,2024-01-29 07:00,2h 3m,0,G8,Go Air,5783,Good
FL-681,Pune,Nagpur,2024-01-29 08:00,2024-01-29 08:00,2h 41m,0,G8,Go Air,5205,Excellent
FL-682,Srinagar,Delhi,2024-01-29 09:00,2024-01-29 09:00,1h 41m,0,G8,Go Air,11257,Excellent
FL-683,Srinagar,Jammu,2024-01-29 10:00,2024-01-29 10:00,5h 27m,0,G8,Go Air,9504,Excellent
FL-684,Mumbai,Calicut,2024-01-29 11:00,2024-01-29 11:00,3h 31m,0,IX,Air India Express,6153,Good
FL-685,Mumbai,Kochi,2024-01-29 12:00,2024-01-29 12:00,1h 55m,0,IX,Air India Express,8321,Good
FL-686,Mumbai,Mangalore,2024-01-29 13:00,2024-01-29 13:00,4h 49m,0,IX,Air India Express,9046,Good
FL-687,Mumbai,Madras,2024-01-29 14:00,2024-01-29 14:00,1h 39m,0,IX,Air India Express,10401,Excellent
FL-688,Mumbai,Trivandrum,2024-01-29 15:00,2024-01-29 15:00,2h 28m,0,IX,Air India Express,11722,Excellent
FL-689,Calicut,Mumbai,2024-01-29 16:00,2024-01-29 16:00,3h 59m,0,IX,Air India Express,13100,Good
FL-690,Calicut,Kochi,2024-01-29 17:00,2024-01-29 17:00,3h 35m,0,IX,Air India Express,9575,Good
FL-691,Calicut,Mangalore,2024-01-29 18:00,2024-01-29 18:00,4h 46m,0,IX,Air India Express,9825,Excellent
FL-692,Kochi,Mumbai,2024-01-29 19:00,2024-01-29 19:00,2h 19m,0,IX,Air India Express,12417,Excellent
FL-693,Kochi,Calicut,2024-01-29 20:00,2024-01-29 20:00,5h 30m,0,IX,Air India Express,7222,Excellent
FL-694,Kochi,Trivandrum,2024-01-29 21:00,2024-01-29 21:00,4h 29m,0,IX,Air India Express,10500,Good
FL-695,Mangalore,Mumbai,2024-01-29 22:00,2024-01-29 22:00,2h 4m,0,IX,Air India Express,10222,Excellent
FL-696,Madras,Mumbai,2024-01-29 23:00,2024-01-29 23:00,1h 34m,0,IX,Air India Express,11392,Excellent
FL-697,Madras,Trivandrum,2024-01-30 00:00,2024-01-30 00:00,5h 51m,0,IX,Air India Express,5225,Good
FL-698,Madras,Tiruchirappalli,2024-01-30 01:00,2024-01-30 01:00,2h 58m,0,IX,Air India Express,9186,Excellent
FL-699,Trivandrum,Mumbai,2024-01-30 02:00,2024-01-30 02:00,3h 59m,0,IX,Air India Express,13958,Excellent
FL-700,Trivandrum,Kochi,2024-01-30 03:00,2024-01-30 03:00,2h 10m,0,IX,Air India Express,10610,Excellent
FL-701,Trivandrum,Madras,2024-01-30 04:00,2024-01-30 04:00,2h 16m,0,IX,Air India Express,8573,Excellent
FL-702,Tiruchirappalli,Madras,2024-01-30 05:00,2024-01-30 05:00,3h 56m,0,IX,Air India Express,14505,Good
FL-703,Bangalore,Madras,2024-01-30 06:00,2024-01-30 06:00,3h 22m,0,MK,Air Mauritius,3604,Excellent
FL-704,Aizwal,Kolkata,2024-01-30 07:00,2024-01-30 07:00,4h 10m,0,S2,Air Sahara,8719,Excellent
FL-705,Aizwal,Guwahati,2024-01-30 08:00,2024-01-30 08:00,3h 14m,0,S2,Air Sahara,5335,Good
FL-706,Ahmedabad,Mumbai,2024-01-30 09:00,2024-01-30 09:00,4h 45m,0,S2,Air Sahara,9783,Good
FL-707,Ahmedabad,Delhi,2024-01-30 10:00,2024-01-30 10:00,1h 25m,0,S2,Air Sahara,6970,Excellent
FL-708,Amritsar,Delhi,2024-01-30 11:00,2024-01-30 11:00,5h 29m,0,S2,Air Sahara,14321,Excellent
FL-709,Baroda,Mumbai,2024-01-30 12:00,2024-01-30 12:00,2h 24m,0,S2,Air Sahara,11610,Excellent
FL-710,Bhuj,Mumbai,2024-01-30 13:00,2024-01-30 13:00,4h 38m,0,S2,Air Sahara,8642,Excellent
FL-711,Bhopal,Mumbai,2024-01-30 14:00,2024-01-30 14:00,5h 42m,0,S2,Air Sahara,10331,Good
FL-712,Bhopal,Delhi,2024-01-30 15:00,2024-01-30 15:00,5h 0m,0,S2,Air Sahara,7322,Excellent
FL-713,Bhaunagar,Mumbai,2024-01-30 16:00,2024-01-30 16:00,2h 18m,0,S2,Air Sahara,4995,Good
FL-714,Bangalore,Mumbai,2024-01-30 17:00,2024-01-30 17:00,5h 47m,0,S2,Air Sahara,10818,Excellent
FL-715,Bangalore,Kolkata,2024-01-30 18:00,2024-01-30 18:00,3h 40m,0,S2,Air Sahara,3156,Good
FL-716,Bangalore,Coimbatore,2024-01-30 19:00,2024-01-30 19:00,3h 10m,0,S2,Air Sahara,11293,Good
FL-717,Bangalore,Kochi,2024-01-30 20:00,2024-01-30 20:00,5h 10m,0,S2,Air Sahara,13017,Good
FL-718,Bangalore,Delhi,2024-01-30 21:00,2024-01-30 21:00,1h 34m,0,S2,Air Sahara,10284,Excellent
FL-719,Bangalore,Goa,2024-01-30 22:00,2024-01-30 22:00,4h 51m,0,S2,Air Sahara,13778,Good
FL-720,Bangalore,Hyderabad,2024-01-30 23:00,2024-01-30 23:00,4h 31m,0,S2,Air Sahara,14306,Excellent
FL-721,Bangalore,Indore,2024-01-31 00:00,2024-01-31 00:00,3h 53m,0,S2,Air Sahara,13873,Excellent
FL-722,Bangalore,Mangalore,2024-01-31 01:00,2024-01-31 01:00,5h 32m,0,S2,Air Sahara,14334,Excellent
FL-723,Bangalore,Madras,2024-01-31 02:00,2024-01-31 02:00,3h 59m,0,S2,Air Sahara,6889,Good
FL-724,Bangalore,Pune,2024-01-31 03:00,2024-01-31 03:00,1h 35m,0,S2,Air Sahara,6387,Good
FL-725,Bangalore,Trivandrum,2024-01-31 04:00,2024-01-31 04:00,2h 7m,0,S2,Air Sahara,7407,Excellent
FL-726,Bangalore,Vishakhapatnam,2024-01-31 05:00,2024-01-31 05:00,2h 30m,0,S2,Air Sahara,12769,Good
FL-727,Mumbai,Ahmedabad,2024-01-31 06:00,2024-01-31 06:00,1h 51m,0,S2,Air Sahara,7862,Excellent
FL-728,Mumbai,Baroda,2024-01-31 07:00,2024-01-31 07:00,4h 15m,0,S2,Air Sahara,7459,Good
FL-729,Mumbai,Bhuj,2024-01-31 08:00,2024-01-31 08:00,2h 37m,0,S2,Air Sahara,6166,Good
FL-730,Mumbai,Bhopal,2024-01-31 09:00,2024-01-31 09:00,1h 1m,0,S2,Air Sahara,3472,Good
FL-731,Mumbai,Bhaunagar,2024-01-31 10:00,2024-01-31 10:00,1h 52m,0,S2,Air Sahara,10038,Excellent
FL-732,Mumbai,Bangalore,2024-01-31 11:00,2024-01-31 11:00,5h 59m,0,S2,Air Sahara,14005,Excellent
FL-733,Mumbai,Calicut,2024-01-31 12:00,2024-01-31 12:00,1h 54m,0,S2,Air Sahara,11506,Good
FL-734,Mumbai,Kolkata,2024-01-31 13:00,2024-01-31 13:00,3h 35m,0,S2,Air Sahara,8200,Good
FL-735,Mumbai,Coimbatore,2024-01-31 14:00,2024-01-31 14:00,5h 35m,0,S2,Air Sahara,7434,Good
FL-736,Mumbai,Kochi,2024-01-31 15:00,2024-01-31 15:00,1h 2m,0,S2,Air Sahara,11903,Excellent
FL-737,Mumbai,Delhi,2024-01-31 16:00,2024-01-31 16:00,5h 3m,0,S2,Air Sahara,6578,Good
FL-738,Mumbai,Diu,2024-01-31 17:00,2024-01-31 17:00,3h 56m,0,S2,Air Sahara,11746,Good
FL-739,Mumbai,Goa,2024-01-31 18:00,2024-01-31 18:00,2h 47m,0,S2,Air Sahara,11808,Excellent
FL-740,Mumbai,Hyderabad,2024-01-31 19:00,2024-01-31 19:00,2h 4m,0,S2,Air Sahara,6171,Good
FL-741,Mumbai,Indore,2024-01-31 20:00,2024-01-31 20:00,1h 58m,0,S2,Air Sahara,3443,Excellent
FL-742,Mumbai,Chandigarh,2024-01-31 21:00,2024-01-31 21:00,3h 41m,0,S2,Air Sahara,9662,Good
FL-743,Mumbai,Mangalore,2024-01-31 22:00,2024-01-31 22:00,3h 2m,0,S2,Air Sahara,5446,Excellent
FL-744,Mumbai,Aurangabad,2024-01-31 23:00,2024-01-31 23:00,2h 11m,0,S2,Air Sahara,14710,Good
FL-745,Mumbai,Jaipur,2024-02-01 00:00,2024-02-01 00:00,1h 55m,0,S2,Air Sahara,3493,Good
FL-746,Mumbai,Jodhpur,2024-02-01 01:00,2024-02-01 01:00,5h 54m,0,S2,Air Sahara,7071,Excellent
FL-747,Mumbai,Lucknow,2024-02-01 02:00,2024-02-01 02:00,1h 44m,0,S2,Air Sahara,6382,Good
FL-748,Mumbai,Madras,2024-02-01 03:00,2024-02-01 03:00,4h 19m,0,S2,Air Sahara,12537,Good
FL-749,Mumbai,Nagpur,2024-02-01 04:00,2024-02-01 04:00,3h 16m,0,S2,Air Sahara,3999,Excellent
FL-750,Mumbai,Pune,2024-02-01 05:00,2024-02-01 05:00,1h 25m,0,S2,Air Sahara,3123,Good
FL-751,Mumbai,Rajkot,2024-02-01 06:00,2024-02-01 06:00,3h 51m,0,S2,Air Sahara,9964,Good
FL-752,Mumbai,Raipur,2024-02-01 07:00,2024-02-01 07:00,1h 13m,0,S2,Air Sahara,9988,Good
FL-753,Mumbai,Trivandrum,2024-02-01 08:00,2024-02-01 08:00,3h 9m,0,S2,Air Sahara,9194,Good
FL-754,Mumbai,Udaipur,2024-02-01 09:00,2024-02-01 09:00,3h 20m,0,S2,Air Sahara,10687,Excellent
FL-755,Mumbai,Vishakhapatnam,2024-02-01 10:00,2024-02-01 10:00,3h 7m,0,S2,Air Sahara,5143,Excellent
FL-756,Calicut,Mumbai,2024-02-01 11:00,2024-02-01 11:00,3h 28m,0,S2,Air Sahara,6147,Good
FL-757,Kolkata,Aizwal,2024-02-01 12:00,2024-02-01 12:00,3h 33m,0,S2,Air Sahara,4784,Good
FL-758,Kolkata,Bangalore,2024-02-01 13:00,2024-02-01 13:00,2h 6m,0,S2,Air Sahara,9994,Good
FL-759,Kolkata,Mumbai,2024-02-01 14:00,2024-02-01 14:00,1h 7m,0,S2,Air Sahara,8810,Excellent
FL-760,Kolkata,Delhi,2024-02-01 15:00,2024-02-01 15:00,1h 0m,0,S2,Air Sahara,9466,Excellent
FL-761,Kolkata,Guwahati,2024-02-01 16:00,2024-02-01 16:00,3h 9m,0,S2,Air Sahara,8136,Excellent
FL-762,Kolkata,Agartala,2024-02-01 17:00,2024-02-01 17:00,5h 27m,0,S2,Air Sahara,3108,Excellent
FL-763,Kolkata,Baghdogra,2024-02-01 18:00,2024-02-01 18:00,5h 56m,0,S2,Air Sahara,14798,Excellent
FL-764,Kolkata,Ranchi,2024-02-01 19:00,2024-02-01 19:00,3h 55m,0,S2,Air Sahara,14810,Good
FL-765,Kolkata,Silchar,2024-02-01 20:00,2024-02-01 20:00,1h 42m,0,S2,Air Sahara,5197,Excellent
FL-766,Kolkata,Port Blair,2024-02-01 21:00,2024-02-01 21:00,5h 23m,0,S2,Air Sahara,5939,Good
FL-767,Kolkata,Patina,2024-02-01 22:00,2024-02-01 22:00,2h 39m,0,S2,Air Sahara,9452,Good
FL-768,Kolkata,Varanasi,2024-02-01 23:00,2024-02-01 23:00,4h 23m,0,S2,Air Sahara,5167,Excellent
FL-769,Kolkata,Vishakhapatnam,2024-02-02 00:00,2024-02-02 00:00,3h 40m,0,S2,Air Sahara,14021,Excellent
FL-770,Coimbatore,Bangalore,2024-02-02 01:00,2024-02-02 01:00,5h 0m,0,S2,Air Sahara,3914,Good
FL-771,Coimbatore,Mumbai,2024-02-02 02:00,2024-02-02 02:00,3h 22m,0,S2,Air Sahara,9484,Excellent
FL-772,Coimbatore,Madras,2024-02-02 03:00,2024-02-02 03:00,5h 43m,0,S2,Air Sahara,8798,Excellent
FL-773,Kochi,Bangalore,2024-02-02 04:00,2024-02-02 04:00,3h 23m,0,S2,Air Sahara,3720,Excellent
FL-774,Kochi,Mumbai,2024-02-02 05:00,2024-02-02 05:00,3h 14m,0,S2,Air Sahara,8752,Excellent
FL-775,Kochi,Madras,2024-02-02 06:00,2024-02-02 06:00,5h 11m,0,S2,Air Sahara,8654,Excellent
FL-776,Dehra Dun,Delhi,2024-02-02 07:00,2024-02-02 07:00,1h 22m,0,S2,Air Sahara,13765,Good
FL-777,Delhi,Ahmedabad,2024-02-02 08:00,2024-02-02 08:00,2h 56m,0,S2,Air Sahara,13305,Excellent
FL-778,Delhi,Amritsar,2024-02-02 09:00,2024-02-02 09:00,4h 46m,0,S2,Air Sahara,9392,Good
FL-779,Delhi,Bhopal,2024-02-02 10:00,2024-02-02 10:00,2h 3m,0,S2,Air Sahara,5862,Good
FL-780,Delhi,Bangalore,2024-02-02 11:00,2024-02-02 11:00,5h 23m,0,S2,Air Sahara,5233,Good
FL-781,Delhi,Mumbai,2024-02-02 12:00,2024-02-02 12:00,3h 16m,0,S2,Air Sahara,8081,Good
FL-782,Delhi,Kolkata,2024-02-02 13:00,2024-02-02 13:00,5h 45m,0,S2,Air Sahara,3253,Good
FL-783,Delhi,Dehra Dun,2024-02-02 14:00,2024-02-02 14:00,4h 24m,0,S2,Air Sahara,8551,Excellent
FL-784,Delhi,Guwahati,2024-02-02 15:00,2024-02-02 15:00,1h 35m,0,S2,Air Sahara,4577,Excellent
FL-785,Delhi,Gorakhpur,2024-02-02 16:00,2024-02-02 16:00,3h 8m,0,S2,Air Sahara,5351,Excellent
FL-786,Delhi,Hyderabad,2024-02-02 17:00,2024-02-02 17:00,3h 38m,0,S2,Air Sahara,12403,Excellent
FL-787,Delhi,Indore,2024-02-02 18:00,2024-02-02 18:00,2h 43m,0,S2,Air Sahara,12874,Good
FL-788,Delhi,Baghdogra,2024-02-02 19:00,2024-02-02 19:00,2h 41m,0,S2,Air Sahara,14280,Good
FL-789,Delhi,Chandigarh,2024-02-02 20:00,2024-02-02 20:00,5h 34m,0,S2,Air Sahara,11252,Excellent
FL-790,Delhi,Jammu,2024-02-02 21:00,2024-02-02 21:00,1h 48m,0,S2,Air Sahara,8478,Good
FL-791,Delhi,Leh,2024-02-02 22:00,2024-02-02 22:00,4h 17m,0,S2,Air Sahara,7882,Excellent
FL-792,Delhi,Ranchi,2024-02-02 23:00,2024-02-02 23:00,2h 58m,0,S2,Air Sahara,10299,Good
FL-793,Delhi,Jaipur,2024-02-03 00:00,2024-02-03 00:00,4h 38m,0,S2,Air Sahara,3256,Good
FL-794,Delhi,Jodhpur,2024-02-03 01:00,2024-02-03 01:00,1h 56m,0,S2,Air Sahara,14171,Excellent
FL-795,Delhi,Lucknow,2024-02-03 02:00,2024-02-03 02:00,1h 48m,0,S2,Air Sahara,4881,Excellent
FL-796,Delhi,Madras,2024-02-03 03:00,2024-02-03 03:00,3h 40m,0,S2,Air Sahara,13897,Excellent
FL-797,Delhi,Patina,2024-02-03 04:00,2024-02-03 04:00,2h 16m,0,S2,Air Sahara,5610,Excellent
FL-798,Delhi,Pune,2024-02-03 05:00,2024-02-03 05:00,2h 49m,0,S2,Air Sahara,7754,Excellent
FL-799,Delhi,Raipur,2024-02-03 06:00,2024-02-03 06:00,3h 16m,0,S2,Air Sahara,4268,Good
FL-800,Delhi,Srinagar,2024-02-03 07:00,2024-02-03 07:00,5h 26m,0,S2,Air Sahara,7670,Good
FL-801,Delhi,Udaipur,2024-02-03 08:00,2024-02-03 08:00,5h 42m,0,S2,Air Sahara,7335,Excellent
FL-802,Delhi,Varanasi,2024-02-03 09:00,2024-02-03 09:00,4h 8m,0,S2,Air Sahara,14578,Excellent
FL-803,Mohanbari,Guwahati,2024-02-03 10:00,2024-02-03 10:00,5h 5m,0,S2,Air Sahara,3579,Excellent
FL-804,Diu,Porbandar,2024-02-03 11:00,2024-02-03 11:00,5h 24m,0,S2,Air Sahara,11142,Good
FL-805,Guwahati,Aizwal,2024-02-03 12:00,2024-02-03 12:00,5h 29m,0,S2,Air Sahara,5527,Excellent
FL-806,Guwahati,Kolkata,2024-02-03 13:00,2024-02-03 13:00,1h 15m,0,S2,Air Sahara,9982,Excellent
FL-807,Guwahati,Delhi,2024-02-03 14:00,2024-02-03 14:00,2h 44m,0,S2,Air Sahara,9210,Good
FL-808,Guwahati,Mohanbari,2024-02-03 15:00,2024-02-03 15:00,2h 17m,0,S2,Air Sahara,6387,Good
FL-809,Guwahati,Imphal,2024-02-03 16:00,2024-02-03 16:00,2h 4m,0,S2,Air Sahara,3769,Excellent
FL-810,Guwahati,Silchar,2024-02-03 17:00,2024-02-03 17:00,3h 31m,0,S2,Air Sahara,9385,Excellent
FL-811,Goa,Bangalore,2024-02-03 18:00,2024-02-03 18:00,3h 53m,0,S2,Air Sahara,4323,Excellent
FL-812,Goa,Mumbai,2024-02-03 19:00,2024-02-03 19:00,2h 47m,0,S2,Air Sahara,9577,Excellent
FL-813,Goa,Madras,2024-02-03 20:00,2024-02-03 20:00,1h 24m,0,S2,Air Sahara,11146,Excellent
FL-814,Gorakhpur,Delhi,2024-02-03 21:00,2024-02-03 21:00,4h 11m,0,S2,Air Sahara,12025,Good
FL-815,Hyderabad,Bangalore,2024-02-03 22:00,2024-02-03 22:00,1h 57m,0,S2,Air Sahara,5028,Excellent
FL-816,Hyderabad,Mumbai,2024-02-03 23:00,2024-02-03 23:00,2h 2m,0,S2,Air Sahara,11819,Good
FL-817,Hyderabad,Delhi,2024-02-04 00:00,2024-02-04 00:00,4h 7m,0,S2,Air Sahara,5217,Good
FL-818,Hyderabad,Madras,2024-02-04 01:00,2024-02-04 01:00,1h 25m,0,S2,Air Sahara,4560,Excellent
FL-819,Hyderabad,Pune,2024-02-04 02:00,2024-02-04 02:00,5h 7m,0,S2,Air Sahara,3048,Good
FL-820,Hyderabad,Rajahmundry,2024-02-04 03:00,2024-02-04 03:00,5h 55m,0,S2,Air Sahara,9732,Good
FL-821,Indore,Bangalore,2024-02-04 04:00,2024-02-04 04:00,3h 28m,0,S2,Air Sahara,11786,Good
FL-822,Indore,Mumbai,2024-02-04 05:00,2024-02-04 05:00,4h 39m,0,S2,Air Sahara,9074,Good
FL-823,Indore,Delhi,2024-02-04 06:00,2024-02-04 06:00,4h 30m,0,S2,Air Sahara,5449,Excellent
FL-824,Indore,Pune,2024-02-04 07:00,2024-02-04 07:00,5h 14m,0,S2,Air Sahara,4172,Good
FL-825,Imphal,Guwahati,2024-02-04 08:00,2024-02-04 08:00,1h 54m,0,S2,Air Sahara,8476,Good
FL-826,Agartala,Kolkata,2024-02-04 09:00,2024-02-04 09:00,5h 55m,0,S2,Air Sahara,13412,Good
FL-827,Baghdogra,Kolkata,2024-02-04 10:00,2024-02-04 10:00,4h 37m,0,S2,Air Sahara,4021,Good
FL-828,Baghdogra,Delhi,2024-02-04 11:00,2024-02-04 11:00,4h 42m,0,S2,Air Sahara,4243,Good
FL-829,Chandigarh,Mumbai,2024-02-04 12:00,2024-02-04 12:00,4h 43m,0,S2,Air Sahara,11732,Good
FL-830,Chandigarh,Delhi,2024-02-04 13:00,2024-02-04 13:00,2h 35m,0,S2,Air Sahara,12123,Good
FL-831,Mangalore,Bangalore,2024-02-04 14:00,2024-02-04 14:00,5h 57m,0,S2,Air Sahara,3122,Good
FL-832,Mangalore,Mumbai,2024-02-04 15:00,2024-02-04 15:00,3h 42m,0,S2,Air Sahara,7694,Good
FL-833,Jammu,Delhi,2024-02-04 16:00,2024-02-04 16:00,1h 11m,0,S2,Air Sahara,3790,Good
FL-834,Leh,Delhi,2024-02-04 17:00,2024-02-04 17:00,5h 46m,0,S2,Air Sahara,13406,Excellent
FL-835,Madurai,Madras,2024-02-04 18:00,2024-02-04 18:00,3h 19m,0,S2,Air Sahara,7980,Good
FL-836,Ranchi,Kolkata,2024-02-04 19:00,2024-02-04 19:00,2h 13m,0,S2,Air Sahara,14804,Good
FL-837,Ranchi,Delhi,2024-02-04 20:00,2024-02-04 20:00,1h 17m,0,S2,Air Sahara,11071,Excellent
FL-838,Silchar,Kolkata,2024-02-04 21:00,2024-02-04 21:00,5h 1m,0,S2,Air Sahara,10438,Good
FL-839,Silchar,Guwahati,2024-02-04 22:00,2024-02-04 22:00,3h 59m,0,S2,Air Sahara,7563,Good
FL-840,Aurangabad,Mumbai,2024-02-04 23:00,2024-02-04 23:00,4h 38m,0,S2,Air Sahara,11877,Excellent
FL-841,Port Blair,Kolkata,2024-02-05 00:00,2024-02-05 00:00,2h 27m,0,S2,Air Sahara,6956,Excellent
FL-842,Port Blair,Madras,2024-02-05 01:00,2024-02-05 01:00,1h 36m,0,S2,Air Sahara,6521,Excellent
FL-843,Jaipur,Mumbai,2024-02-05 02:00,2024-02-05 02:00,3h 13m,0,S2,Air Sahara,5691,Good
FL-844,Jaipur,Delhi,2024-02-05 03:00,2024-02-05 03:00,2h 54m,0,S2,Air Sahara,6871,Good
FL-845,Jodhpur,Mumbai,2024-02-05 04:00,2024-02-05 04:00,4h 33m,0,S2,Air Sahara,6270,Good
FL-846,Jodhpur,Delhi,2024-02-05 05:00,2024-02-05 05:00,5h 15m,0,S2,Air Sahara,8455,Excellent
FL-847,Lucknow,Mumbai,2024-02-05 06:00,2024-02-05 06:00,5h 57m,0,S2,Air Sahara,14096,Good
FL-848,Lucknow,Delhi,2024-02-05 07:00,2024-02-05 07:00,3h 1m,0,S2,Air Sahara,8450,Excellent
FL-849,Madras,Bangalore,2024-02-05 08:00,2024-02-05 08:00,5h 42m,0,S2,Air Sahara,14297,Good
FL-850,Madras,Mumbai,2024-02-05 09:00,2024-02-05 09:00,4h 35m,0,S2,Air Sahara,14826,Excellent
FL-851,Madras,Coimbatore,2024-02-05 10:00,2024-02-05 10:00,3h 14m,0,S2,Air Sahara,8919,Excellent
FL-852,Madras,Kochi,2024-02-05 11:00,2024-02-05 11:00,5h 20m,0,S2,Air Sahara,8020,Excellent
FL-853,Madras,Delhi,2024-02-05 12:00,2024-02-05 12:00,2h 38m,0,S2,Air Sahara,6716,Excellent
FL-854,Madras,Goa,2024-02-05 13:00,2024-02-05 13:00,4h 42m,0,S2,Air Sahara,4291,Good
FL-855,Madras,Hyderabad,2024-02-05 14:00,2024-02-05 14:00,3h 27m,0,S2,Air Sahara,14911,Good
FL-856,Madras,Madurai,2024-02-05 15:00,2024-02-05 15:00,3h 42m,0,S2,Air Sahara,11590,Excellent
FL-857,Madras,Port Blair,2024-02-05 16:00,2024-02-05 16:00,4h 42m,0,S2,Air Sahara,13116,Good
FL-858,Madras,Tiruchirappalli,2024-02-05 17:00,2024-02-05 17:00,5h 59m,0,S2,Air Sahara,11951,Excellent
FL-859,Nagpur,Mumbai,2024-02-05 18:00,2024-02-05 18:00,2h 42m,0,S2,Air Sahara,9313,Good
FL-860,Patina,Kolkata,2024-02-05 19:00,2024-02-05 19:00,2h 25m,0,S2,Air Sahara,13282,Good
FL-861,Patina,Delhi,2024-02-05 20:00,2024-02-05 20:00,2h 1m,0,S2,Air Sahara,10588,Good
FL-862,Porbandar,Mumbai,2024-02-05 21:00,2024-02-05 21:00,2h 38m,0,S2,Air Sahara,10729,Excellent
FL-863,Pune,Bangalore,2024-02-05 22:00,2024-02-05 22:00,2h 23m,0,S2,Air Sahara,5090,Good
FL-864,Pune,Mumbai,2024-02-05 23:00,2024-02-05 23:00,2h 12m,0,S2,Air Sahara,5772,Good
FL-865,Pune,Delhi,2024-02-06 00:00,2024-02-06 00:00,4h 56m,0,S2,Air Sahara,3500,Excellent
FL-866,Pune,Hyderabad,2024-02-06 01:00,2024-02-06 01:00,4h 53m,0,S2,Air Sahara,8621,Excellent
FL-867,Pune,Indore,2024-02-06 02:00,2024-02-06 02:00,5h 48m,0,S2,Air Sahara,14148,Good
FL-868,Rajkot,Mumbai,2024-02-06 03:00,2024-02-06 03:00,4h 49m,0,S2,Air Sahara,11007,Good
FL-869,Rajahmundry,Hyderabad,2024-02-06 04:00,2024-02-06 04:00,1h 23m,0,S2,Air Sahara,10429,Excellent
